bite_Year,bite_Month,SpeciesIDDesc,BreedIDDesc,GenderIDDesc,color,vaccination_yrs,vaccination_date,victim_zip,AdvIssuedYNDesc,WhereBittenIDDesc,quarantine_date,DispositionIDDesc,head_sent_date,release_date,ResultsIDDesc
2013,10,DOG,,MALE,BLK WHT,1,2013-7,40214,,BODY,,,,,
2013,10,DOG,,MALE,BRINDLE,,,40216,,BODY,,,,,
2013,10,DOG,SCHNAUZER,MALE,WHEAT,1,2013-4,,,BODY,,,,,
2013,9,DOG,GERM SHEPHERD,MALE,BLACK,1,2012-12,40208,,BODY,,,,,
2013,10,,,,,,,,,BODY,,,,2013/10/18 0:00,
2013,9,CAT,,MALE,GRY WHT,3,2013-10,,,BODY,,,,,
2013,10,DOG,BEAGLE,MALE,TAN,1,2013-4,40242,,BODY,,,,,
2013,10,DOG,DACHSHUND,MALE,RED,,,40299,,BODY,,,,,
2013,10,CAT,,MALE,MULTI,3,2013-10,40204,,BODY,,,,,
2013,10,DOG,BOXER,FEMALE,BRINDLE,1,2013-4,40245,,BODY,,,,,
2013,10,CAT,,FEMALE,GREY,,,40241,,BODY,,,,,
2013,10,CAT,,FEMALE,ORANGE,1,2012-10,40241,,BODY,,,,,
2013,10,DOG,SHIH TZU,MALE,BLONDE,1,2013-10,40208,,BODY,,,,,
2013,10,DOG,PIT BULL,,,,,,,BODY,,,,,
2013,10,DOG,DACHSHUND,MALE,RED,1,2013-10,,,UNKNOWN,,,,,
2013,10,CAT,,,,,,,,UNKNOWN,,,,,
2013,10,DOG,CHICHAUHUA,MALE,BROWN,1,2013-11,47129,,BODY,,,,,
2013,10,DOG,PIT BULL,MALE,BRINDLE,,,,,BODY,,,,,
2013,10,DOG,,FEMALE,BRN WHITE,,,,,HEAD,,,,,
2013,9,DOG,BOXER,FEMALE,TAN WHITE,,,,,,,,,,
2013,10,DOG,BOXER,MALE,BRINDLE,,,42001,,BODY,,,,,
2013,10,DOG,,MALE,BLK WHT,,,40210,,BODY,,,,,
2013,10,DOG,,MALE,BLK BRN,3,2013-3,40272,,BODY,,,,,
2013,10,DOG,LABRADOR RETRIV,FEMALE,BLACK,,,,,BODY,,,,,
2013,10,DOG,PIT BULL,,,,,,,BODY,,,,,
2013,10,DOG,ENG. MASTIFF,MALE,TAN,1,2013-10,,,HEAD,,,,2013/10/22 0:00,
2013,10,DOG,PIT BULL,MALE,WHITE,,,40216,,BODY,,,,,
2013,10,DOG,,,WHITE,3,2013-7,40299,,BODY,,,,,
2013,10,DOG,BOXER,MALE,BLACK,1,2012-12,,,BODY,,,,,
2013,10,DOG,MASTIF,MALE,BRN BLK,,,40071,,BODY,,,,,
2013,10,DOG,,MALE,TAN,3,2011-5,40223,,,,,,,
2013,10,CAT,,,,,,40206,,BODY,,,,,
2013,10,DOG,,MALE,RED WHITE,1,2013-5,40299,,BODY,,,,,
2013,10,DOG,PUG,MALE,BROWN,3,2013-3,40228,,HEAD,,,,,
2013,10,CAT,,,GREY,1,2013-1,,,BODY,,,,,
2013,10,DOG,CHICHAUHUA,MALE,BLK BRN,,,,,BODY,,,,,
2013,10,DOG,CHICHAUHUA,MALE,TAN WHITE,1,2013-9,40215,,BODY,,,,,
2013,10,DOG,,FEMALE,BLK TAN,,,40216,,BODY,,,,,
2013,10,DOG,,FEMALE,TRICOLOR,,,,,BODY,,,,,
2013,10,CAT,,,BRN TIGER,,,,,BODY,,,,,
2013,10,DOG,CHICHAUHUA,MALE,WHT BRN,,,,,BODY,,,,,
2013,10,DOG,,MALE,BLK TAN,,,,,UNKNOWN,,,,,
2013,10,DOG,GREAT DANE,MALE,BLUE,,,,,BODY,,,,,
2013,10,CAT,,MALE,MULTI,,,,,BODY,,,,,
2013,10,DOG,,MALE,WHITE,3,2011-7,,,UNKNOWN,,,,,
2013,10,DOG,,FEMALE,YELLO,1,2013-9,40218,,UNKNOWN,,,,,
2013,10,DOG,WESTIE,MALE,WHITE,1,2013-5,,,UNKNOWN,,,,,
2013,10,DOG,LABRADOR RETRIV,MALE,CHOCOLATE,1,2013-3,,,HEAD,,,,,
2013,10,DOG,AAUST. TERR.,FEMALE,,3,2013-7,40205,,BODY,,,,,
2013,10,DOG,PIT BULL,FEMALE,RED BRN,3,2012-4,40216,,BODY,,,,,
2013,10,DOG,GREAT PYRENEESE,FEMALE,WHITE,1,2013-8,,,BODY,,,,,
2013,10,DOG,,MALE,BLK BRINDL,1,2013-10,40223,,BODY,,,,,
2013,10,CAT,,FEMALE,GREY,1,2012-12,,,BODY,,,,,
2013,10,DOG,,MALE,BLK WHT,,,,,BODY,,,,,
2013,10,DOG,GERM SHEPHERD,MALE,BLK BRWN,,2013-9,,,BODY,,,,,
2013,10,DOG,LABRADOR RETRIV,FEMALE,BLACK,1,2013-12,40218,,BODY,,,,,
2013,10,CAT,,FEMALE,ORG TABBY,,2013-7,,,BODY,,,,,
2013,10,DOG,LABRADOR RETRIV,FEMALE,TAN,3,2012-11,47454,,BODY,,,,,
2013,10,DOG,,FEMALE,BLK WHITE,1,2013-5,40228,,BODY,,,,,
2013,10,DOG,SHAR-PEI,FEMALE,BROWN,,,40291,,HEAD,,,,,
2013,10,CAT,,FEMALE,TORTIE,,,,,HEAD,,,,,
2013,10,DOG,WESTIE,MALE,WHITE,1,2013-3,,,BODY,,,,,
2013,10,CAT,,MALE,BLK WHT,,,,,HEAD,,,,,
2013,10,DOG,PIT BULL,FEMALE,BRINDLE BL,,2013-8,40258,,BODY,,,,,
2013,10,DOG,BOXER,MALE,RED WHITE,,2013-8,40258,,BODY,,,,,
2013,10,DOG,,FEMALE,WHITE,,,40202,,BODY,,,,,
2013,10,DOG,,MALE,WHITE LIVE,1,2012-11,,,HEAD,,,,,
2013,10,DOG,,MALE,GOLDEN,1,2013-12,40229,,BODY,,,,,
2013,10,CAT,,MALE,,1,2013-8,,,BODY,,,,,
2013,10,DOG,,MALE,WHT BLK,,,,,BODY,,,,,
2013,10,DOG,SHIH TZU,FEMALE,WHITE,1,2013-7,40216,,BODY,,,,,
2013,10,DOG,PIT BULL,MALE,BLK WHT,,,40258,,BODY,,,,,
2013,10,DOG,,FEMALE,BLK WHT,,,40229,,BODY,,,,,
2013,11,DOG,LABRADOR RETRIV,MALE,BLK WHT,1,2013-5,40219,,HEAD,,,,,
2013,11,DOG,,MALE,BLAC/WHITE,3,2013-4,40223,,HEAD,,,,,
2013,11,DOG,,UNKNOWN,,,,,,HEAD,,,,,
2013,11,DOG,PIT BULL,MALE,WHT BRINDL,3,2013-12,40215,,UNKNOWN,,,,,
2013,11,DOG,,MALE,BRN GRAY,1,2013-11,48306,,BODY,,,,,
2013,11,DOG,SCHNAUZER,MALE,SILVER,1,2013-9,,,BODY,,,,,
2013,11,DOG,,MALE,WHITE,1,2013-5,,,BODY,,,,,
2013,11,DOG,PIT BULL,FEMALE,BLK WHT,1,2013-2,40203,,BODY,,,,,
2013,11,CAT,,,,,,40291,,,,,,,
2013,11,DOG,PIT BULL,,,,,40071,,BODY,,,,,
2013,11,DOG,BLACK LAB,,BLACK,,,40204,,BODY,,,,,
,,DOG,PIT BULL,,,,2013-4,,,,,,,,
2013,11,DOG,PIT BULL,,GREY,,,,,BODY,,,,,
2013,11,DOG,,MALE,TAN,1,2013-8,,,UNKNOWN,,,,,
,,RACCOON,,,,,,,,,,,,,
2013,11,DOG,SHIH TZU,MALE,BLACK,,2013-7,40206,,BODY,,,,,
2013,11,DOG,,,,,,40211,,BODY,,,,,
2013,11,CAT,,MALE,BLK WHT,1,2013-11,,,BODY,,,,,
2013,11,DOG,,,,,,,,BODY,,,,,
2013,11,DOG,LABRADOR RETRIV,,BLACK,,,,,,,,,,
2013,11,DOG,,MALE,TRI,1,2013-11,,,BODY,,,,,
2013,11,DOG,,,,,,40217,,BODY,,,,,
2013,11,DOG,,,GREY,,,40242,,UNKNOWN,,,,,
2013,11,DOG,,,,,,,,BODY,,,,,
2013,11,DOG,PIT BULL,MALE,FAWN WHTE,1,2013-11,40215,,BODY,,,,,
2013,11,DOG,,FEMALE,BLACK,,,,,BODY,,,,,
2013,11,DOG,,FEMALE,RED WHITE,3,2013-1,40245,,BODY,,,,,
2013,11,DOG,,MALE,BLACK,,,40228,,BODY,,,,,
2013,11,CAT,,MALE,BLK WHT,,,,,BODY,,,,,
,,DOG,PIT BULL,,,,,,,,,,,,
2013,11,DOG,,FEMALE,GOLDEN BRN,3,2012-8,,,HEAD,,,,,
2013,11,DOG,SCOTTISH TER.,MALE,BLACK,,,,,BODY,,,,,
2013,11,DOG,,,,,,,,BODY,,,,,
2013,11,DOG,,,BLACK,,,,,BODY,,,,,
2013,11,DOG,,FEMALE,BRINDLE,3,2013-8,,,HEAD,,,,,
2013,11,DOG,SCHNAUZER,MALE,BLK SILVER,1,2013-8,,,UNKNOWN,,,,,
2013,11,DOG,AAUST. TERR.,MALE,TRI COLOR,,,,,HEAD,,,,,
2013,11,DOG,,,WHITE,,,,,UNKNOWN,,,,,
2013,11,DOG,,MALE,BRINDLE,1,2013-5,,,BODY,,,,,
2013,11,DOG,,FEMALE,TAN WHITE,,,,,BODY,,,,,
2013,11,DOG,,MALE,TRI COLOR,,2010-7,,,HEAD,,,,,
2013,11,DOG,,FEMALE,BRN WHT,1,2013-5,40218,,HEAD,,,,,
2013,11,CAT,,MALE,BRN WHT,1,2013-11,40299,,BODY,,,,,
2013,11,DOG,,MALE,BRN BLCK,,,,,BODY,,,,,
2013,11,DOG,PIT BULL,MALE,FAWN WHITE,,,40212,,BODY,,,,,
2013,11,DOG,,FEMALE,BLONDE,3,2013-11,,,BODY,,,,,
2013,11,DOG,,FEMALE,BLACK,1,2014-3,,,BODY,,,,,
2013,11,DOG,,FEMALE,BLACK,1,2013-12,,,BODY,,,,,
2013,11,DOG,,MALE,BLACK,,,40272,,BODY,,,,,
2013,11,CAT,,FEMALE,BLACK,,,,,BODY,,,,,
2013,11,CAT,,,YELLOW WHT,,,,,BODY,,,,,
2013,11,DOG,BLACK LAB,MALE,BLACK,1,2013-2,40245,,UNKNOWN,,,,,
2013,11,DOG,,FEMALE,TAN,1,2013-5,,,BODY,,,,,
2013,11,CAT,,FEMALE,BLK GRY,1,2013-1,,,BODY,,,,,
2013,11,DOG,BULL DOG,MALE,BLACK,3,2012-5,40291,,BODY,,,,,
2013,11,DOG,GERM SHEPHERD,,,,,,,BODY,,,,,
2013,11,DOG,SHAR-PEI,FEMALE,TAN,,,,,BODY,,,,,
2013,11,DOG,,,TAN,,,,,BODY,,,,,
2013,11,DOG,PIT BULL,FEMALE,BROWN,,,40245,,BODY,,,,,
2013,11,DOG,,,,,,,,BODY,,,,,
2013,11,DOG,,MALE,TAN BLK BR,1,2013-3,,,,,,,,
2013,11,DOG,BLACK LAB,FEMALE,BLACK,1,2013-9,,,HEAD,,,,,
2013,11,DOG,BEAGLE,MALE,TRI,1,2013-3,,,BODY,,,,,
2013,11,DOG,,,BRN WHITE,,,,,BODY,,,,,
2013,11,DOG,AAUST. TERR.,MALE,BLK GRAY,1,2013-5,,,BODY,,,,,
2013,11,DOG,COCKER SPAINEL,MALE,BRN WHT,3,2013-3,,,BODY,,,,,
2013,11,DOG,,,,,,40241,,BODY,,,,,
2013,11,DOG,PIT BULL,,BROWN,,,40245,,BODY,,,,,
2013,11,DOG,,MALE,BLK WHT,1,2013-1,40218,,BODY,,,,,
2013,11,DOG,GERM SHEPHERD,MALE,BLK BRN,,2013-4,,,BODY,,,,,
2013,11,DOG,,,WHITE,,,,,BODY,,,,,
2013,12,DOG,LAKELAND TER.,MALE,BLONDE,1,2013-1,,,HEAD,,,,,
2013,11,DOG,,,,,,40220,,UNKNOWN,,,,,
2013,11,DOG,BEAGLE,FEMALE,BLK WHT,1,2014-1,,,BODY,,,,,
2013,11,DOG,,,BLK WHITE,,,,,BODY,,,,,
2013,11,DOG,,FEMALE,BRN BLCK,3,2013-11,40065,,BODY,,,,,
2013,11,DOG,,FEMALE,BLK WHT,,,,,BODY,,,,,
2013,11,,,,,,,40299,,BODY,,,,,
2013,11,DOG,,MALE,BLACK,,,,,BODY,,,,,
2013,11,DOG,,MALE,BROWN,3,2013-10,40222,,BODY,,,,,
2013,12,DOG,BOXER,MALE,BRINDLE,1,2013-3,,,BODY,,,,,
2013,11,DOG,BULL DOG,FEMALE,BRN WHIT,1,2014-1,40220,,BODY,,,,,
2013,11,DOG,,FEMALE,BLK WHT,,,40241,,BODY,,,,,
2013,11,CAT,,FEMALE,,,,,,BODY,,,,,
2013,12,DOG,PIT BULL,MALE,BLK WHT,,,,,BODY,,,,,
2013,12,CAT,,MALE,BLK WHT,1,2013-11,40291,,BODY,,,,,
2013,12,DOG,GERM SHEPHERD,FEMALE,BLONDE,1,2014-1,,,BODY,,,,,
2013,12,DOG,,,,,,,,BODY,,,,,
2013,12,DOG,CHOW CHOW,MALE,RED,1,2013-9,40214,,BODY,,,,,
2013,11,DOG,CHOW CHOW,MALE,BLACK,,,,,BODY,,,,,
2013,11,DOG,PIT BULL,,WHITE,,,,,BODY,,,,,
2013,11,DOG,,MALE,TAN,1,2013-2,40214,,BODY,,,,,
2013,12,DOG,LABRADOR RETRIV,MALE,BLACK,1,2014-1,40299,,BODY,,,,,
2013,12,CAT,,FEMALE,GRAY,,,,,HEAD,,,,,
2013,12,DOG,WESTIE,MALE,WHITE,3,2013-2,,,HEAD,,,,,
2013,12,DOG,PIT BULL,MALE,GRAY/BLUE,,,40215,,HEAD,,,,,
2013,11,DOG,,MALE,BLK WHT,1,2013-6,40245,,BODY,,,,,
2013,12,DOG,BOXER,FEMALE,BRINDLE,1,2013-3,40291,,BODY,,,,,
2013,12,DOG,PIT BULL,MALE,BLK BROWN,3,2013-10,40203,,UNKNOWN,,,,,
2013,12,DOG,,,,,,,,BODY,,,,,
2013,12,DOG,BEAGLE,MALE,BLK WHT,1,2014-3,,,BODY,,,,,
2013,12,DOG,ENGLISH SETTER,MALE,WHT ORANGE,3,2013-6,,,BODY,,,,,
2013,12,DOG,,MALE,MULTI,1,,40222,,UNKNOWN,,,,,
2013,12,DOG,,MALE,BLACK,,,,,BODY,,,,,
2013,12,DOG,POODLE,FEMALE,BLK WHT,1,2014-1,,,BODY,,,,,
2013,12,DOG,SHIH TZU,FEMALE,RED WHITE,,2012-2,,,BODY,,,,,
2013,12,DOG,PIT BULL,FEMALE,BRN WHITE,1,2013-4,,,BODY,,,,,
2013,12,DOG,PIT BULL,FEMALE,BRN WHITE,1,2013-4,,,BODY,,,,,
2013,12,CAT,,MALE,ORANGE,,,,,BODY,,,,,
2013,12,DOG,,,,,,,,HEAD,,,,,
2013,12,CAT,,MALE,GRAY,,,,,BODY,,,,,
2013,12,DOG,,MALE,BROWN,3,2011-7,40218,,UNKNOWN,,,,,
2013,12,DOG,PIT BULL,,,,,,,BODY,,,,,
2013,12,DOG,PIT BULL,MALE,GRAY WHITE,1,2013-12,40299,,BODY,,,,,
2013,12,DOG,CHICHAUHUA,MALE,TRI COLOR,1,2014-1,40272,,BODY,,,,,
2013,12,CAT,,,,,,,,UNKNOWN,,,,,
2013,12,DOG,,MALE,BROWN TAN,1,2013-2,40059,,BODY,,,,,
2013,12,CAT,,FEMALE,BLK WHITE,1,2013-12,,,BODY,,,,,
2013,12,CAT,,MALE,WHT ORANGE,1,2014-1,40206,,BODY,,,,,
2013,12,DOG,PUG,FEMALE,,1,2013-7,,,UNKNOWN,,,,,
2013,12,DOG,,MALE,WHT BLK BR,1,2013-5,40214,,BODY,,,,,
2013,12,CAT,,FEMALE,YELLOW,1,2014-1,40214,,BODY,,,,,
2013,12,DOG,,FEMALE,WHITE,1,2013-7,,,BODY,,,,,
2013,12,DOG,HUSKY,MALE,TAN,1,2013-12,,,BODY,,,,,
2013,12,DOG,,MALE,BRINDLE,,2013-12,,,BODY,,,,,
2013,12,DOG,PIT BULL,FEMALE,BLACK,1,2013-12,40229,,BODY,,,,,
2013,12,DOG,MALTASE,MALE,WHITE,,,40214,,BODY,,,,,
,,DOG,PIT BULL,,,,,,,,,,,,
2013,12,DOG,YORKSHIRE TERRIER,,BRN BLK,1,2013-12,40219,,HEAD,,,,,
2013,12,CAT,,,,,,,,BODY,,,,,
2013,12,DOG,GERM SHEPHERD,MALE,BRN BLK,1,2014-1,40213,,BODY,,,,,
2013,12,CAT,,MALE,ORANGE,,,,,BODY,,,,,
2013,12,DOG,,FEMALE,YELLOW,,,,,BODY,,,,,
2013,12,DOG,,MALE,BLK BRN WH,1,2014-1,,,HEAD,,,,,
2013,12,DOG,,,,,,,,,,,,,
2013,12,DOG,,MALE,BRN WHITE,,,40222,,HEAD,,,,,
2013,12,DOG,,FEMALE,BLACK,,,,,BODY,,,,,
2013,12,,,,,,,,,BODY,,,,,
2013,12,DOG,,MALE,TRI,,,,,BODY,,,,,
2013,12,DOG,BORDER COLLIE,,BLK WHITE,3,2013-10,40217,,UNKNOWN,,,,,
2013,12,DOG,PIT BULL,MALE,BLACK,1,2014-1,,,BODY,,,,,
2013,12,CAT,,MALE,BLACK,1,2013-10,40059,,BODY,,,,,
2013,12,CAT,,MALE,TABBY,1,2014-1,,,BODY,,,,,
2013,12,CAT,,MALE,BRN TABBY,,,,,BODY,,,,,
2013,12,DOG,,MALE,BLK TAN,,,40216,,BODY,,,,,
2013,12,DOG,BEAGLE,FEMALE,TRI,,,40214,,BODY,,,,,
2013,12,DOG,POMERANIAN,MALE,TAN WHT,3,2012-5,,,BODY,,,,,
2013,12,DOG,,,,,,,,BODY,,,,,
2013,12,DOG,LABRADOR RETRIV,MALE,BLACK,3,2012-12,47905,,HEAD,,,,,
2013,12,DOG,COON HOUND,MALE,,1,2013-4,40291,,HEAD,,,,,
2013,12,DOG,,FEMALE,BLACK,1,2013-11,63119,,HEAD,,,,,
2013,12,DOG,,MALE,BLACK/BROW,3,2013-10,,,HEAD,,,,,
2013,12,DOG,,MALE,TRI,3,2011-3,40220,,HEAD,,,,,
2013,12,DOG,HUSKY,,,,,,,HEAD,,,,,
2013,12,DOG,,FEMALE,TAN,1,2014-1,,,BODY,,,,,
2013,12,CAT,,MALE,GRAY,1,2012-3,,,BODY,,,,,
2013,12,DOG,,MALE,BLOND,1,2013-5,,,,,,,,
2013,12,DOG,BOXER,MALE,FAWN,1,2013-12,,,,,,,2014/1/6 0:00,
2013,12,CAT,,,GREY WHITE,,,,,BODY,,,,,
2013,12,DOG,ENGLISH BULLDOG,FEMALE,TAN & WHIT,3,2011-11,,,HEAD,,,,,
2013,12,DOG,AAUST. TERR.,MALE,BLACK WHIT,1,2013-12,,,HEAD,,,,,
2013,12,DOG,,MALE,BRN WHT,,,,,HEAD,,,,,
2013,12,CAT,,FEMALE,BLCK BRN,1,2014-2,40291,,BODY,,,,,
2013,12,CAT,,FEMALE,BLK WHT,1,2013-7,,,BODY,,,,,
2013,12,DOG,,FEMALE,WHITE,,,,,HEAD,,,,,
2013,12,DOG,DOBERMAN,MALE,BLK TAN,,,,,HEAD,,,,,
2013,12,DOG,LABRADOR RETRIV,MALE,BLACK,,2013-9,40243,,BODY,,,,,
2013,12,DOG,,MALE,WHT TAN,,,,,UNKNOWN,,,,,
2013,12,CAT,,FEMALE,BLK WHT,1,2013-12,,,,,,,,
2013,12,DOG,,,,1,2013-12,,,HEAD,,,,,
2013,12,DOG,POODLE,MALE,BLACK,,,,,BODY,,,,,
2013,12,CAT,,,BLACK,,,,,UNKNOWN,,,,,
2013,12,DOG,,MALE,TAN,1,2013-10,,,HEAD,,,,,
2013,12,DOG,,FEMALE,GOLDEN,,,,,BODY,,,,,
2014,1,CAT,,,,,,,,BODY,,,,,
2014,1,DOG,,MALE,BLACK,1,2013-1,40291,,BODY,,,,,
2014,1,DOG,CHICHAUHUA,FEMALE,,3,2014-2,40211,,HEAD,,,,,
2013,12,DOG,PIT BULL,MALE,BRINDLE WH,,,40203,,HEAD,,,,,
2014,1,DOG,PIT BULL,MALE,BLUE WHT,,,40272,,HEAD,,,,,
2014,1,DOG,PIT BULL,FEMALE,,,,,,BODY,,,,,
,,DOG,AKITA,MALE,TAN,1,2013-3,40214,,,,,,,
2014,1,DOG,GERM SHEPHERD,MALE,,1,2014-4,,,BODY,,,,,
2014,1,CAT,,,,,,,,BODY,,,,,
2014,1,DOG,,MALE,BLACK,1,2013-2,,,HEAD,,,,,
2014,1,DOG,,MALE,GOLD BRN W,3,2013-11,,,HEAD,,,,,
2014,1,CAT,,MALE,BLACK,,2014-1,40272,,BODY,,,,,
2014,1,DOG,POMERANIAN,FEMALE,BROWN,1,2013-9,,,BODY,,,,,
2014,1,DOG,PIT BULL,,BRINDLE,,,,,BODY,,,,,
2014,1,CAT,,,,,,,,BODY,,,,,
2014,1,DOG,,MALE,WHITE,,,40229,,HEAD,,,,,
2014,1,CAT,,MALE,BLACK,,,,,BODY,,,,,
2013,1,DOG,,,,,,40299,,BODY,,,,,
2014,1,DOG,,MALE,BLACK,,,,,BODY,,,,,
,,DOG,LABRADOR RETRIV,MALE,BLACK,3,2013-12,40207,,BODY,,,,,
2014,1,DOG,AKITA,MALE,FAWN & WHT,1,2013-3,40214,,BODY,,,,,
2014,1,DOG,,MALE,BLACK,1,2013-1,40291,,BODY,,,,,
2013,1,CAT,,MALE,GRAY,,,40218,,BODY,,,,,
2014,1,CAT,,MALE,YELLOW,1,2013-2,,,BODY,,,,,
2014,1,DOG,,FEMALE,RED,3,2011-6,,,BODY,,,,,
2014,1,DOG,,MALE,BLACK,,,,,BODY,,,,,
2014,1,CAT,,MALE,GRY WHITE,1,2014-2,,,UNKNOWN,,,,,
2014,1,CAT,,MALE,ORG WHT,,,,,BODY,,,,,
2014,1,DOG,,MALE,TRI,,2014-1,,,BODY,,,,,
2014,1,CAT,,,GRAY,,,,,BODY,,,,,
2014,1,DOG,CHICHAUHUA,MALE,BROWN,,,,,BODY,,,,,
2014,1,DOG,,FEMALE,WHITE,,,,,BODY,,,,,
2014,1,DOG,CHICHAUHUA,FEMALE,WHT TAN,3,2013-3,40291,,BODY,,,,,
2014,1,DOG,BORDER COLLIE,MALE,BLACK WHT,1,2013-4,,,HEAD,,,,,
2014,1,DOG,,MALE,BROWN,1,2013-7,40216,,HEAD,,,,,
2014,1,CAT,,,BLK,,,,,BODY,,,,,
2014,1,DOG,PIT BULL,,,1,2013-11,40214,,BODY,,,,,
2014,1,DOG,,FEMALE,BRN WHITE,,,,,BODY,,,,,
2014,1,DOG,,FEMALE,BROWN,1,2014-2,40219,,BODY,,,,,
2014,1,DOG,LABRADOR RETRIV,MALE,WHITE,,2012-12,40203,,BODY,,,,,
2014,1,DOG,,MALE,,1,2013-5,,,UNKNOWN,,,,,
2014,1,CAT,,MALE,BRN BLACK,,,,,BODY,,,,,
2014,1,DOG,,FEMALE,RED,3,2012-9,40219,,BODY,,,,,
2014,1,DOG,BULLMASTIFF,MALE,BROWN,1,2013-2,,,HEAD,,,,,
2014,1,DOG,BOXER,FEMALE,BRENDAL,1,2013-3,40291,,BODY,,,,,
2014,1,CAT,,FEMALE,BRN WHITE,3,2012-7,,,BODY,,,,,
2014,1,DOG,,FEMALE,,,,,,HEAD,,,,,
2014,1,DOG,PIT BULL,FEMALE,BRINDLE WH,1,2013-7,40272,,BODY,,,,,
2201,1,CAT,,MALE,GRAY,,,,,HEAD,,,,,
2013,1,DOG,,,,,,,,BODY,,,,,
2014,1,DOG,,MALE,WHT BRN,,,40214,,HEAD,,,,,
2014,1,DOG,,FEMALE,BRINDLE,1,2013-9,,,HEAD,,,,,
2014,1,DOG,BORDER COLLIE M,FEMALE,BLK WHT,,,,,HEAD,,,,,
2014,1,DOG,ROTTWEILER,MALE,BLK BRN,,2011-5,,,HEAD,,,,,
2014,1,DOG,DACHSHUND,MALE,RED,1,2014-8,,,HEAD,,,,,
2014,1,DOG,,FEMALE,BLONDE,1,2013-12,79904,,HEAD,,,,,
2014,1,DOG,,MALE,BLK BRN,3,2013-9,,,BODY,,,,,
2014,1,DOG,PIT BULL,,,,,,,BODY,,,,,
2014,1,DOG,,,,3,2011-7,40505,,BODY,,,,,
2014,1,DOG,,MALE,,1,2013-5,,,BODY,,,,,
2014,1,DOG,GERM SHEPHERD,,,1,2013-9,47130,,BODY,,,,,
2014,1,DOG,GERM SHEPHERD,,BLACK,,,,,BODY,,,,,
2014,1,DOG,POODLE,FEMALE,WHITE,1,2014-1,,,BODY,,,,,
2014,1,DOG,POODLE,MALE,TAN,1,2013-10,40258,,BODY,,,,,
2014,1,DOG,,MALE,BLACK,,,,,HEAD,,,,,
2014,1,DOG,,FEMALE,WHITE,1,2013-12,40258,,BODY,,,,,
2014,1,DOG,,MALE,RED WHITE,,,,,BODY,,,,,
,,DOG,,FEMALE,TAN,,,,,,,,,,
2014,1,DOG,,FEMALE,BLK BRN,3,2014-2,40023,,BODY,,,,,
2014,1,DOG,,FEMALE,GOLD,,,,,BODY,,,,,
2014,1,CAT,,MALE,YELLOW,1,2014-2,,,BODY,,,,,
2014,1,DOG,BLOOD HOUND,,,1,2013-8,40229,,BODY,,,,,
2014,2,DOG,,FEMALE,,1,2014-2,,,BODY,,,,,
2014,1,DOG,,FEMALE,BRN WHT,,2013-4,,,BODY,,,,,
2014,1,DOG,,MALE,WHT GRY,,,,,BODY,,,,,
2014,1,DOG,PIT BULL,MALE,BRN,,,40216,,BODY,,,,,
2014,1,DOG,,,BLACK,,,,,BODY,,,,,
2014,2,DOG,,MALE,BRINDLE,3,2012-5,,,BODY,,,,,
2014,2,CAT,,MALE,TABBY,3,2012-7,,,BODY,,,,,
2014,2,DOG,,MALE,BROWN,,,40291,,HEAD,,,,,
2014,2,DOG,,FEMALE,BROWN WHT,,,,,HEAD,,,,,
2014,2,CAT,,MALE,GRAY,,,,,BODY,,,,,
2014,2,DOG,PUG,MALE,FAWN,1,2013-6,40245,,BODY,,,,,
2014,2,DOG,SHAR-PEI,MALE,,,,,,BODY,,,,,NEGATIVE
2014,2,DOG,,MALE,WHITE,1,2014-2,40047,,HEAD,,,,,
2014,2,DOG,,FEMALE,,1,2014-3,,,HEAD,,,,,
2014,2,DOG,,FEMALE,WHT BRN,1,2014-1,,,HEAD,,,,,
2014,2,DOG,,FEMALE,BLACK,1,2013-11,,,HEAD,,,,,
2014,2,DOG,BOSTON TERRIER,FEMALE,BLK WHT,1,2013-7,,,HEAD,,RELEASED,,,
2014,2,DOG,HUSKY,FEMALE,BLONDE TAN,1,2013-6,40026,NO,HEAD,2014-2,RELEASED,,,
2014,2,DOG,SHIH TZU,FEMALE,BLK WHT,1,2014-1,40245,NO,BODY,2014-2,RELEASED,,,
2014,2,CAT,,FEMALE,BLK/GR/WHT,1,2014-3,40215,,BODY,,,,,
2014,2,DOG,,FEMALE,BLK/WHT,3,2013-11,40213,NO,HEAD,2014-2,RELEASED,,,
2014,2,DOG,PIT BULL,MALE,WHITE,1,2014-4,40208,,BODY,,,,,
2014,2,DOG,,FEMALE,BRN WHT,,,,,HEAD,,,,,
2014,2,DOG,PIT BULL,MALE,TAN,,,,,BODY,,,,,
2014,2,CAT,,FEMALE,WHITE,,,40220,,BODY,,,,,
2014,2,DOG,ROTTWEILER,MALE,BLK TAN,,,,,HEAD,,,,,
2014,2,DOG,PIT BULL,MALE,BROWN WHT,1,2013-5,47150,,BODY,,,,,
2014,2,DOG,GERM SHEPHERD,FEMALE,YELLOW BLK,1,2014-3,40218,,BODY,,,,,
2014,2,DOG,,FEMALE,WHITE,1,2013-6,,,BODY,,,,,
2014,2,DOG,PIT BULL,MALE,WHT BROWN,1,2013-8,40299,,BODY,,,,,
2014,2,DOG,BRITNEY SPANIEL,,ORANGE WHT,3,2014-3,,,BODY,,,,,
2014,2,DOG,,MALE,GREY,,2014-3,40214,,BODY,,,,,
